,R,G,B
1662,153,153,153
1663,152,152,152
1664,150,150,150
1665,148,148,148
1666,146,146,146
1667,144,144,144
1668,143,143,143
1669,142,142,142
1670,142,142,142
1671,140,140,140
1672,138,138,138
1673,136,136,136
1674,135,135,135
1675,134,134,134
1676,131,131,131
1677,129,129,129
1678,129,129,129
1679,128,128,128
1680,126,126,126
1681,124,124,124
1682,121,121,121
1683,119,119,119
1684,117,117,117
1685,116,116,116
1686,115,115,115
1687,114,114,114
1688,113,113,113
1689,112,112,112
1690,111,111,111
1691,110,110,110
1692,109,109,109
1693,109,109,109
1694,111,111,111
1695,110,110,110
1696,110,110,110
1697,109,109,109
1698,109,109,109
1699,108,108,108
1700,108,108,108
1701,108,108,108
1702,107,107,107
1703,106,106,106
1704,106,106,106
1705,105,105,105
1706,105,105,105
1707,104,104,104
1708,104,104,104
1709,104,104,104
1710,105,105,105
1711,105,105,105
1712,105,105,105
1713,105,105,105
1714,105,105,105
1715,105,105,105
1716,105,105,105
1717,105,105,105
1718,106,106,106
1719,106,106,106
1720,106,106,106
1721,107,107,107
1722,107,107,107
1723,107,107,107
1724,107,107,107
1725,107,107,107
1726,107,107,107
1727,107,107,107
1728,107,107,107
1729,107,107,107
1730,106,106,106
1731,106,106,106
1732,106,106,106
1733,106,106,106
1734,107,107,107
1735,108,108,108
1736,109,109,109
1737,110,110,110
1738,111,111,111
1739,112,112,112
1740,112,112,112
1741,113,113,113
1742,112,112,112
1743,113,113,113
1744,115,115,115
1745,115,115,115
1746,114,114,114
1747,114,114,114
1748,115,115,115
1749,116,116,116
1750,116,116,116
1751,117,117,117
1752,118,118,118
1753,121,121,121
1754,123,123,123
1755,126,126,126
1756,128,128,128
1757,129,129,129
1758,130,130,130
1759,131,131,131
1760,133,133,133
1761,134,134,134
1762,135,135,135
1763,139,139,139
1764,143,143,143
1765,147,147,147
1766,147,147,147
1767,150,150,150
1768,152,152,152
1769,154,154,154
1770,156,156,156
1771,158,158,158
1772,160,160,160
1773,163,163,163
1774,163,163,163
1775,164,164,164
1776,165,165,165
1777,166,166,166
1778,167,167,167
1779,168,168,168
1780,169,169,169
1781,169,169,169
1782,171,171,171
1783,172,172,172
1784,172,172,172
1785,173,173,173
1786,173,173,173
1787,174,174,174
1788,174,174,174
1789,175,175,175
1790,174,174,174
1791,174,174,174
1792,175,175,175
1793,177,177,177
1794,178,178,178
1795,179,179,179
1796,180,180,180
1797,181,181,181
1798,185,185,185
1799,186,186,186
1800,188,188,188
1801,189,189,189
1802,189,189,189
1803,189,189,189
1804,188,188,188
1805,187,187,187
1806,188,188,188
1807,185,185,185
1808,181,181,181
1809,178,178,178
1810,177,177,177
1811,176,176,176
1812,174,174,174
1813,173,173,173
1814,170,170,170
1815,168,168,168
1816,166,166,166
1817,164,164,164
1818,163,163,163
1819,162,162,162
1820,162,162,162
1821,163,163,163
1822,165,165,165
1823,165,165,165
1824,166,166,166
1825,166,166,166
1826,167,167,167
1827,168,168,168
1828,168,168,168
1829,169,169,169
1830,168,168,168
1831,168,168,168
1832,167,167,167
1833,167,167,167
1834,169,169,169
1835,171,171,171
1836,173,173,173
1837,174,174,174
1838,178,178,178
1839,178,178,178
1840,180,180,180
1841,182,182,182
1842,183,183,183
1843,185,185,185
1844,186,186,186
1845,187,187,187
1846,188,188,188
1847,190,190,190
1848,191,191,191
1849,193,193,193
1850,194,194,194
1851,194,194,194
1852,193,193,193
1853,192,192,192
1854,189,189,189
1855,187,187,187
1856,185,185,185
1857,183,183,183
1858,180,180,180
1859,177,177,177
1860,175,175,175
1861,174,174,174
1862,170,170,170
1863,167,167,167
1864,164,164,164
1865,162,162,162
1866,160,160,160
1867,158,158,158
1868,155,155,155
1869,152,152,152
1870,153,153,153
1871,152,152,152
1872,150,150,150
1873,149,149,149
1874,148,148,148
1875,149,149,149
1876,150,150,150
1877,150,150,150
1878,150,150,150
1879,150,150,150
1880,151,151,151
1881,151,151,151
1882,152,152,152
1883,153,153,153
1884,153,153,153
1885,153,153,153
1886,156,156,156
1887,157,157,157
1888,157,157,157
1889,159,159,159
1890,160,160,160
1891,161,161,161
1892,162,162,162
1893,162,162,162
1894,166,166,166
1895,166,166,166
1896,156,156,156
1897,155,155,155
1898,155,155,155
1899,154,154,154
1900,155,155,155
1901,156,156,156
1902,158,158,158
1903,159,159,159
1904,160,160,160
1905,160,160,160
1906,161,161,161
1907,162,162,162
1908,163,163,163
1909,165,165,165
1910,165,165,165
1911,166,166,166
1912,169,169,169
1913,170,170,170
1914,170,170,170
1915,172,172,172
1916,173,173,173
1917,174,174,174
1918,175,175,175
1919,175,175,175
1920,179,179,179
1921,179,179,179
1922,179,179,179
1923,179,179,179
1924,180,180,180
1925,180,180,180
1926,181,181,181
1927,181,181,181
1928,182,182,182
1929,183,183,183
1930,184,184,184
1931,185,185,185
1932,186,186,186
1933,187,187,187
1934,188,188,188
1935,188,188,188
1936,189,189,189
1937,190,190,190
1938,191,191,191
1939,192,192,192
1940,193,193,193
1941,194,194,194
1942,195,195,195
1943,196,196,196
1944,196,196,196
1945,197,197,197
1946,198,198,198
1947,199,199,199
1948,201,201,201
1949,202,202,202
1950,203,203,203
1951,204,204,204
1952,204,204,204
1953,205,205,205
1954,205,205,205
1955,206,206,206
1956,207,207,207
1957,208,208,208
1958,208,208,208
1959,208,208,208
1960,208,208,208
1961,209,209,209
1962,209,209,209
1963,210,210,210
1964,211,211,211
1965,211,211,211
1966,212,212,212
1967,212,212,212
1968,213,213,213
1969,213,213,213
1970,214,214,214
1971,214,214,214
1972,215,215,215
1973,216,216,216
1974,216,216,216
1975,216,216,216
1976,214,214,214
1977,214,214,214
1978,214,214,214
1979,214,214,214
1980,214,214,214
1981,214,214,214
1982,214,214,214
1983,214,214,214
1984,211,211,211
1985,212,212,212
1986,212,212,212
1987,213,213,213
1988,213,213,213
1989,214,214,214
1990,214,214,214
1991,215,215,215
1992,215,215,215
1993,215,215,215
1994,216,216,216
1995,216,216,216
1996,217,217,217
1997,218,218,218
1998,218,218,218
1999,218,218,218
2000,219,219,219
2001,219,219,219
2002,219,219,219
2003,219,219,219
2004,219,219,219
2005,219,219,219
2006,219,219,219
2007,219,219,219
2008,220,220,220
2009,220,220,220
2010,220,220,220
2011,220,220,220
2012,220,220,220
2013,220,220,220
2014,220,220,220
2015,220,220,220
2016,222,222,222
2017,221,221,221
2018,221,221,221
2019,221,221,221
2020,220,220,220
2021,220,220,220
2022,220,220,220
2023,219,219,219
2024,217,217,217
2025,217,217,217
2026,216,216,216
2027,216,216,216
2028,216,216,216
2029,215,215,215
2030,215,215,215
2031,215,215,215
2032,217,217,217
2033,217,217,217
2034,216,216,216
2035,216,216,216
2036,215,215,215
2037,215,215,215
2038,214,214,214
2039,214,214,214
2040,213,213,213
2041,213,213,213
2042,213,213,213
2043,213,213,213
2044,213,213,213
2045,213,213,213
2046,213,213,213
2047,213,213,213
2048,210,210,210
2049,210,210,210
2050,210,210,210
2051,210,210,210
2052,210,210,210
2053,210,210,210
2054,210,210,210
2055,210,210,210
2056,211,211,211
2057,211,211,211
2058,212,212,212
2059,213,213,213
2060,213,213,213
2061,214,214,214
2062,214,214,214
2063,214,214,214
2064,213,213,213
2065,213,213,213
2066,213,213,213
2067,213,213,213
2068,213,213,213
2069,213,213,213
2070,213,213,213
2071,213,213,213
2072,214,214,214
2073,214,214,214
2074,213,213,213
2075,213,213,213
2076,212,212,212
2077,212,212,212
2078,211,211,211
2079,211,211,211
2080,204,204,204
2081,204,204,204
2082,202,202,202
2083,201,201,201
2084,199,199,199
2085,197,197,197
2086,196,196,196
2087,195,195,195
2088,189,189,189
2089,186,186,186
2090,181,181,181
2091,177,177,177
2092,173,173,173
2093,169,169,169
2094,164,164,164
2095,161,161,161
2096,160,160,160
2097,157,157,157
2098,153,153,153
2099,149,149,149
2100,147,147,147
2101,143,143,143
2102,139,139,139
2103,136,136,136
2104,139,139,139
2105,138,138,138
2106,138,138,138
2107,136,136,136
2108,135,135,135
2109,134,134,134
2110,133,133,133
2111,132,132,132
2112,135,135,135
2113,135,135,135
2114,135,135,135
2115,135,135,135
2116,136,136,136
2117,136,136,136
2118,136,136,136
2119,136,136,136
2120,141,141,141
2121,141,141,141
2122,141,141,141
2123,142,142,142
2124,143,143,143
2125,143,143,143
2126,144,144,144
2127,144,144,144
2128,144,144,144
2129,144,144,144
2130,143,143,143
2131,143,143,143
2132,143,143,143
2133,143,143,143
2134,144,144,144
2135,144,144,144
2136,146,146,146
2137,145,145,145
2138,143,143,143
2139,141,141,141
2140,139,139,139
2141,139,139,139
2142,138,138,138
2143,138,138,138
2144,139,139,139
2145,138,138,138
2146,136,136,136
2147,135,135,135
2148,134,134,134
2149,134,134,134
2150,132,132,132
2151,130,130,130
2152,126,126,126
2153,126,126,126
2154,124,124,124
2155,122,122,122
2156,120,120,120
2157,117,117,117
2158,116,116,116
2159,115,115,115
2160,115,115,115
2161,114,114,114
2162,113,113,113
2163,112,112,112
2164,111,111,111
2165,110,110,110
2166,109,109,109
2167,109,109,109
2168,110,110,110
2169,110,110,110
2170,109,109,109
2171,109,109,109
2172,108,108,108
2173,108,108,108
2174,107,107,107
2175,107,107,107
2176,106,106,106
2177,106,106,106
2178,105,105,105
2179,105,105,105
2180,104,104,104
2181,104,104,104
2182,103,103,103
2183,103,103,103
2184,104,104,104
2185,104,104,104
2186,104,104,104
2187,104,104,104
2188,104,104,104
2189,104,104,104
2190,104,104,104
2191,104,104,104
2192,105,105,105
2193,105,105,105
2194,105,105,105
2195,105,105,105
2196,105,105,105
2197,105,105,105
2198,104,104,104
2199,104,104,104
2200,104,104,104
2201,104,104,104
2202,104,104,104
2203,103,103,103
2204,103,103,103
2205,103,103,103
2206,103,103,103
2207,103,103,103
2208,105,105,105
2209,105,105,105
2210,106,106,106
2211,108,108,108
2212,109,109,109
2213,110,110,110
2214,111,111,111
2215,112,112,112
2216,110,110,110
2217,112,112,112
2218,114,114,114
2219,114,114,114
2220,113,113,113
2221,113,113,113
2222,115,115,115
2223,117,117,117
2224,117,117,117
2225,118,118,118
2226,121,121,121
2227,124,124,124
2228,126,126,126
2229,129,129,129
2230,131,131,131
2231,131,131,131
2232,133,133,133
2233,135,135,135
2234,136,136,136
2235,138,138,138
2236,140,140,140
2237,143,143,143
2238,148,148,148
2239,152,152,152
2240,154,154,154
2241,156,156,156
2242,158,158,158
2243,160,160,160
2244,161,161,161
2245,163,163,163
2246,165,165,165
2247,167,167,167
2248,168,168,168
2249,169,169,169
2250,169,169,169
2251,171,171,171
2252,172,172,172
2253,173,173,173
2254,174,174,174
2255,174,174,174
2256,176,176,176
2257,177,177,177
2258,177,177,177
2259,178,178,178
2260,178,178,178
2261,179,179,179
2262,179,179,179
2263,179,179,179
2264,176,176,176
2265,177,177,177
2266,178,178,178
2267,181,181,181
2268,184,184,184
2269,186,186,186
2270,188,188,188
2271,189,189,189
2272,192,192,192
2273,193,193,193
2274,194,194,194
2275,195,195,195
2276,195,195,195
2277,194,194,194
2278,193,193,193
2279,192,192,192
2280,190,190,190
2281,187,187,187
2282,182,182,182
2283,179,179,179
2284,178,178,178
2285,177,177,177
2286,175,175,175
2287,173,173,173
2288,171,171,171
2289,170,170,170
2290,167,167,167
2291,165,165,165
2292,164,164,164
2293,163,163,163
2294,163,163,163
2295,164,164,164
2296,166,166,166
2297,166,166,166
2298,167,167,167
2299,167,167,167
2300,167,167,167
2301,168,168,168
2302,168,168,168
2303,168,168,168
2304,169,169,169
2305,168,168,168
2306,168,168,168
2307,168,168,168
2308,169,169,169
2309,171,171,171
2310,174,174,174
2311,175,175,175
2312,175,175,175
2313,175,175,175
2314,177,177,177
2315,179,179,179
2316,180,180,180
2317,182,182,182
2318,183,183,183
2319,184,184,184
2320,189,189,189
2321,190,190,190
2322,191,191,191
2323,193,193,193
2324,193,193,193
2325,193,193,193
2326,192,192,192
2327,191,191,191
2328,189,189,189
2329,188,188,188
2330,185,185,185
2331,182,182,182
2332,179,179,179
2333,176,176,176
2334,174,174,174
2335,172,172,172
2336,168,168,168
2337,165,165,165
2338,162,162,162
2339,160,160,160
2340,158,158,158
2341,156,156,156
2342,152,152,152
2343,150,150,150
2344,147,147,147
2345,146,146,146
2346,145,145,145
2347,143,143,143
2348,143,143,143
2349,143,143,143
2350,144,144,144
2351,145,145,145
2352,147,147,147
2353,147,147,147
2354,148,148,148
2355,148,148,148
2356,149,149,149
2357,150,150,150
2358,150,150,150
2359,150,150,150
2360,151,151,151
2361,152,152,152
2362,152,152,152
2363,154,154,154
2364,155,155,155
2365,156,156,156
2366,157,157,157
2367,157,157,157
2368,162,162,162
2369,162,162,162
2370,151,151,151
2371,150,150,150
2372,149,149,149
2373,149,149,149
2374,150,150,150
2375,151,151,151
2376,153,153,153
2377,154,154,154
2378,154,154,154
2379,154,154,154
2380,155,155,155
2381,156,156,156
2382,158,158,158
2383,159,159,159
2384,160,160,160
2385,160,160,160
2386,163,163,163
2387,163,163,163
2388,164,164,164
2389,165,165,165
2390,166,166,166
2391,167,167,167
2392,168,168,168
2393,169,169,169
2394,172,172,172
2395,172,172,172
2396,173,173,173
2397,174,174,174
2398,175,175,175
2399,176,176,176
2400,176,176,176
2401,177,177,177
2402,178,178,178
2403,178,178,178
2404,179,179,179
2405,180,180,180
2406,181,181,181
2407,182,182,182
2408,183,183,183
2409,184,184,184
2410,185,185,185
2411,186,186,186
2412,187,187,187
2413,188,188,188
2414,189,189,189
2415,190,190,190
2416,191,191,191
2417,192,192,192
2418,193,193,193
2419,193,193,193
2420,195,195,195
2421,196,196,196
2422,198,198,198
2423,200,200,200
2424,201,201,201
2425,201,201,201
2426,203,203,203
2427,203,203,203
2428,204,204,204
2429,205,205,205
2430,206,206,206
2431,207,207,207
2432,208,208,208
2433,208,208,208
2434,209,209,209
2435,209,209,209
2436,210,210,210
2437,211,211,211
2438,212,212,212
2439,213,213,213
2440,214,214,214
2441,214,214,214
2442,215,215,215
2443,215,215,215
2444,216,216,216
2445,216,216,216
2446,217,217,217
2447,217,217,217
2448,218,218,218
2449,218,218,218
2450,216,216,216
2451,216,216,216
2452,216,216,216
2453,216,216,216
2454,216,216,216
2455,216,216,216
2456,216,216,216
2457,216,216,216
2458,214,214,214
2459,214,214,214
2460,215,215,215
2461,215,215,215
2462,216,216,216
2463,216,216,216
2464,217,217,217
2465,217,217,217
2466,218,218,218
2467,218,218,218
2468,219,219,219
2469,219,219,219
2470,220,220,220
2471,221,221,221
2472,221,221,221
2473,221,221,221
2474,221,221,221
2475,221,221,221
2476,221,221,221
2477,221,221,221
2478,221,221,221
2479,221,221,221
2480,221,221,221
2481,221,221,221
2482,222,222,222
2483,222,222,222
2484,222,222,222
2485,222,222,222
2486,222,222,222
2487,222,222,222
2488,222,222,222
2489,222,222,222
2490,222,222,222
2491,222,222,222
2492,222,222,222
2493,222,222,222
2494,222,222,222
2495,222,222,222
2496,222,222,222
2497,222,222,222
2498,220,220,220
2499,219,219,219
2500,219,219,219
2501,219,219,219
2502,219,219,219
2503,219,219,219
2504,219,219,219
2505,219,219,219
2506,219,219,219
2507,219,219,219
2508,219,219,219
2509,218,218,218
2510,217,217,217
2511,217,217,217
2512,216,216,216
2513,216,216,216
2514,217,217,217
2515,217,217,217
2516,217,217,217
2517,217,217,217
2518,217,217,217
2519,217,217,217
2520,217,217,217
2521,217,217,217
2522,216,216,216
2523,216,216,216
2524,216,216,216
2525,216,216,216
2526,216,216,216
2527,216,216,216
2528,216,216,216
2529,216,216,216
2530,217,217,217
2531,217,217,217
2532,218,218,218
2533,218,218,218
2534,219,219,219
2535,220,220,220
2536,220,220,220
2537,220,220,220
2538,219,219,219
2539,219,219,219
2540,219,219,219
2541,219,219,219
2542,219,219,219
2543,219,219,219
2544,219,219,219
2545,219,219,219
2546,219,219,219
2547,219,219,219
2548,219,219,219
2549,218,218,218
2550,217,217,217
2551,217,217,217
2552,216,216,216
2553,216,216,216
2554,210,210,210
2555,209,209,209
2556,207,207,207
2557,205,205,205
2558,202,202,202
2559,200,200,200
2560,198,198,198
2561,197,197,197
2562,195,195,195
2563,192,192,192
2564,187,187,187
2565,182,182,182
2566,178,178,178
2567,174,174,174
2568,169,169,169
2569,165,165,165
2570,160,160,160
2571,157,157,157
2572,153,153,153
2573,149,149,149
2574,146,146,146
2575,143,143,143
2576,139,139,139
2577,136,136,136
2578,135,135,135
2579,134,134,134
2580,133,133,133
2581,131,131,131
2582,129,129,129
2583,128,128,128
2584,127,127,127
2585,126,126,126
2586,130,130,130
2587,130,130,130
2588,130,130,130
2589,130,130,130
2590,130,130,130
2591,130,130,130
2592,130,130,130
2593,130,130,130
2594,130,130,130
2595,130,130,130
2596,130,130,130
2597,131,131,131
2598,132,132,132
2599,132,132,132
2600,133,133,133
2601,133,133,133
2602,135,135,135
2603,134,134,134
2604,133,133,133
2605,133,133,133
2606,133,133,133
2607,133,133,133
2608,134,134,134
2609,135,135,135
2610,137,137,137
2611,136,136,136
2612,135,135,135
2613,134,134,134
2614,133,133,133
2615,132,132,132
2616,132,132,132
2617,132,132,132
2618,132,132,132
2619,130,130,130
2620,128,128,128
2621,128,128,128
2622,129,129,129
2623,128,128,128
2624,127,127,127
2625,125,125,125
2626,125,125,125
2627,125,125,125
2628,123,123,123
2629,121,121,121
2630,119,119,119
2631,117,117,117
2632,116,116,116
2633,115,115,115
2634,116,116,116
2635,115,115,115
2636,114,114,114
2637,113,113,113
2638,112,112,112
2639,111,111,111
2640,110,110,110
2641,109,109,109
2642,109,109,109
2643,109,109,109
2644,109,109,109
2645,108,108,108
2646,108,108,108
2647,107,107,107
2648,107,107,107
2649,106,106,106
2650,106,106,106
2651,106,106,106
2652,106,106,106
2653,105,105,105
2654,104,104,104
2655,104,104,104
2656,103,103,103
2657,103,103,103
2658,104,104,104
2659,104,104,104
2660,104,104,104
2661,104,104,104
2662,104,104,104
2663,104,104,104
2664,104,104,104
2665,104,104,104
2666,104,104,104
2667,103,103,103
2668,103,103,103
2669,103,103,103
2670,102,102,102
2671,102,102,102
2672,101,101,101
2673,101,101,101
2674,100,100,100
2675,100,100,100
2676,101,101,101
2677,101,101,101
2678,101,101,101
2679,102,102,102
2680,102,102,102
2681,102,102,102
2682,104,104,104
2683,104,104,104
2684,105,105,105
2685,107,107,107
2686,109,109,109
2687,110,110,110
2688,112,112,112
2689,112,112,112
2690,112,112,112
2691,113,113,113
2692,115,115,115
2693,116,116,116
2694,115,115,115
2695,116,116,116
2696,118,118,118
2697,119,119,119
2698,122,122,122
2699,123,123,123
2700,126,126,126
2701,129,129,129
2702,132,132,132
2703,134,134,134
2704,135,135,135
2705,135,135,135
2706,138,138,138
2707,140,140,140
2708,143,143,143
2709,146,146,146
2710,148,148,148
2711,151,151,151
